url,shoe_name,brand,total_score,pros,cons,RR_verdict,awards,external_ratings,review_date,terrain,arch,use,shoe_weight,toe_drop,foot_height,Audience score,Price,Pace,Arch support,Weight lab,Drop lab,Strike pattern,Size,Midsole softness,Difference in midsole softness in cold,Toebox durability,Heel padding durability,Outsole durability,Breathability,Width / fit,Toebox width,Stiffness,Difference in stiffness in cold,Torsional rigidity,Heel counter stiffness,Heel lab,Forefoot lab,Widths available,Orthotic friendly,Season,Removable insole,Ranking,RankingPercentile,Popularity,PopularityPercentile,Rocker,Lightweight,Plate,Trail terrain,Lug depth,Heel stack lab,For heavy runners,Waterproofing
https://runrepeat.com/adidas-adizero-adios-pro-3,Adidas Adizero Adios Pro 3,Adidas,91,"Supreme stability... in a supershoe!; World-class energy return and cushioning; Feather-light and agile; A dream come true for marathoners; Wonderful breathability; Top-notch grip, even in wet conditions; Outstanding outsole durability; Accommodates wide feet",Risk of heel slippage; Lacing can be tricky; Not suited for heel strikers,"The Adizero Adios Pro 3 stands out as one of the top racing shoes available in the market, if not the absolute best. Its phenomenal stability sets a new standard for supershoes, and we found the full-length Energyrods synergize perfectly with the bouncy Lightstrike Pro foam during our fast-paced runs. With its wider design, it accommodates wide feet and grips even in wet conditions. While it's hard to pinpoint any major drawbacks, we believe the upper could be fine-tuned for v4 in terms of comfort.","Top pick in best Adidas running shoes (2023), Top pick in best lightweight running shoes (2023), Top 7% in road running shoes, Top 8% in Adidas running shoes, Top 28% most popular running shoes","94 / 100 from 17,316 users | 85 / 100 from 26 experts","Jul 31, 2023 - updated May 25, 2025",Road,Neutral,"Triathlon |, Treadmill",7.9 oz / 223g,6.5 mm,33 mm,91 Superb!,$250,Competition,Neutral,"7.7 oz / 218g, 7.9 oz / 223g","8.0 mm, 6.5 mm","Heel, Mid/forefoot",True to size,Balanced,Small,Bad,Good,Good,Breathable,Medium,Wide,Stiff,Small,Stiff,Flexible,"37.8 mm, 39.5 mm","29.8 mm, 33.0 mm",Normal,✓,"Summer, All seasons",✓,#32,Top 6%,#155,Top 28%,✓,✓,Carbon plate,,,,,
https://runrepeat.com/adidas-adizero-adios-pro-4,Adidas Adizero Adios Pro 4,Adidas,92,"Softer, bouncier Lightstrike Pro foam; Maintains the same price; No more heel slippage; Versatile from 5K to marathon distances; Durable outsole with outstanding grip; Fantastic for midfoot and forefoot strikers; Improved for faster runners; Comfortable, gusseted tongue; Lighter than Adios Pro 3","Unstable for every heel striker; Narrow, tapered toebox; Upper lacks breathability; Midsole loses bounce quicker than AP3","Adidas took what felt like an eternity to release the Adios Pro 4, but in our experience, the wait was absolutely worth it. The AP4 offers enhanced energy return, a lighter construction, and plush foam that feels incredible underfoot. However, it now features a narrower toebox that reduces comfort for wider feet, and we also believe heel strikers will find the lack of rear stability too uncomfortable. And while it may resemble its predecessor, we found it to be a completely different beast—designed for speed but less forgiving for casual racers.","Top pick in best marathon running shoes, Top pick in best Adidas running shoes, Top 4% in road running shoes, Top 7% in Adidas running shoes, Top 28% most popular running shoes","93 / 100 from 1,886 users | 90 / 100 from 26 experts","Jan 19, 2025",Road,Neutral,,Men: 7.1 oz / 201g | Women: 6.4 oz / 181g,6 mm,33 mm,92 Superb!,$250,Competition,Neutral,"7.1 oz / 200g, 7.1 oz / 201g","8.1 mm, 6.0 mm",Mid/forefoot,Slightly small,Soft,Small,Bad,Good,Good,Warm,Medium,Narrow,Moderate,Small,Stiff,Flexible,"36.6 mm, 39.0 mm","28.5 mm, 33.0 mm",Normal,✓,All seasons,✓,#10,Top 4%,#88,Top 28%,✓,✓,Carbon plate,,,,,
https://runrepeat.com/adidas-adizero-boston-11,Adidas Adizero Boston 11,Adidas,83,Very stable for being a high-stack shoe; Excellent grip; Breathable upper; Versatile for different workouts; Protective underfoot; Extremely durable outsole; Made with recycled materials; Attractive design,Definitely stiff and firm; Long breaking-in period,"The Adidas Adizero Boston line saw a radical change with version number 10 when it got much bigger. As per our observations, the 11th iteration sees just a few differences and remains a maximal training shoe devoted to those runners who love a very firm ride and train for medium to long-distance races. We found it to be surprisingly stable, lighter, and much more durable. And thumbs up for including some recycled materials.",,"83 / 100 from 9,435 users | 84 / 100 from 14 experts","Jul 10, 2023 - updated Dec 21, 2024",Road,Neutral,Treadmill,9.6 oz / 272g,8.5 mm,31 mm,83 Good!,$160,Tempo,Neutral,"10.2 oz / 290g, 9.6 oz / 272g","9.8 mm, 8.5 mm","Heel, Mid/forefoot",True to size,Balanced,Normal,Bad,Decent,Good,Moderate,Wide,Wide,Stiff,Big,Stiff,Moderate,"39.1 mm, 39.5 mm","29.3 mm, 31.0 mm","Normal, Wide",✓,All seasons,✓,#422,Bottom 24%,#473,Bottom 15%,✓,✗,Carbon plate,,,,,
https://runrepeat.com/adidas-adizero-boston-12,Adidas Adizero Boston 12,Adidas,89,Lightstrike 2.0 brings a remarkable upgrade; Delivers a fun ride; Lighter than versions 10 and 11; Handles both slow and fast paces with ease; Wide toebox; Durable and grippy Continental outsole; Even more Lightstrike Pro superfoam; Improved stability due to a broader base; Fantastic for midfoot-to-forefoot strikers,Upper durability falls short; Tongue and heel could benefit from extra padding; Heel strikers might prefer v11,"In our opinion, the Boston 12 marks a welcomed return to the shoe's roots, evolving as a light, versatile, and universally appealing running partner. It's once again designed to handle a range of runs, from moderate recovery sessions to tempo intervals. The updated Lightstrike 2.0 foam boosts bounce and softness, complementing the brilliant Lightstrike Pro. In our tests, we believe that this iteration makes a significant leap from its predecessor, showcasing smoother transitions, a more comfortable ride, and a lighter build.","Top pick in best Adidas running shoes, Top 22% in sustainable running shoes","92 / 100 from 24,307 users | 81 / 100 from 25 experts","Jul 12, 2023 - updated May 25, 2025",Road,Neutral,Treadmill,9.2 oz / 260g,6.5 mm,30.5 mm,89 Great!,$160,Tempo,Neutral,"9.2 oz / 261g, 9.2 oz / 260g","6.1 mm, 6.5 mm",Mid/forefoot,Slightly large,Balanced,"Small, Normal",Bad,Decent,Good,Breathable,Wide,Medium,Moderate,Small,Stiff,Flexible,"34.5 mm, 37.0 mm","28.4 mm, 30.5 mm","Normal, Wide",✓,"Summer, All seasons",✓,#102,Top 32%,#164,Bottom 49%,✓,✗,,,,,,
https://runrepeat.com/adidas-adizero-evo-sl,Adidas Adizero EVO SL,Adidas,93,100% Lightstrike Pro superfoam; Exceptional value-to-performance ratio; Low weight; Ultra-breathable upper; Unmatched versatility; Agile and fun ride; Superior Continental rubber; Handles short and long runs with ease; Striking Evo 1-inspired aesthetics,"Poor-quality laces; Short, non-gusseted tongue; Toebox durability","We really believe that the Adidas Adizero EVO SL has the potential to transform the running shoe industry. Priced like a daily trainer, it features a 100% Lightstrike Pro midsole and world-class Continental outsole. On top of that, we found it lightweight, well-cushioned, sleek-looking and excellent for a wide range of paces and distances. While the short tongue and horrible laces left room for improvement, the EVO SL delivers a hard-to-believe mix of value, versatility and performance.","Top pick in best Adidas running shoes, Top 1% in road running shoes, Top 4% in Adidas running shoes, Top 11% most popular running shoes","96 / 100 from 9,492 users | 88 / 100 from 25 experts","Nov 26, 2024",Road,Neutral,"Jogging |, Treadmill",Men: 7.9 oz / 224g | Women: 6.6 oz / 188g,6.5 mm,Men: 32 mm | Women: 32.2 mm,93 Superb!,$150,"Daily running, Tempo",Neutral,"7.9 oz / 223g, 7.9 oz / 224g","8.0 mm, 6.5 mm","Heel, Mid/forefoot",True to size,Balanced,Small,Bad,Good,Good,Breathable,Medium,Medium,Flexible,Small,Stiff,Moderate,"36.1 mm, 38.5 mm","28.1 mm, 32.0 mm","Normal, Wide",✓,"Summer, All seasons",✓,#2,Top 1%,#33,Top 11%,✓,✓,,,,,,
https://runrepeat.com/adidas-adizero-prime-x-2-strung,Adidas Adizero Prime X 2 Strung,Adidas,88,Amazing Strung upper; Impressive durability; Rule-breaker cushioning; Integrated dual carbon plates; Exceptional Continental outsole; Wonderful for long distance training; Stability exceeds expectations; Superior build quality; Screams innovation,Simply too heavy; Exorbitantly priced at $300; Less exhilarating than v1,"The Prime X 2 Strung is the pinnacle of Adidas's technological innovation, setting a new standard in engineering for running shoes. In our lab examination, we discovered that this shoe integrates a colossal stack height and dual carbon plates, complemented by a quartet of distinct foams and a durable, exceptionally breathable Strung upper. And one of the finest outsoles we've ever put to the test. However, we think its weight makes it less than ideal for racing, positioning it as a $300 supertrainer that almost reached legendary status.","Top pick in best Adidas running shoes, Top 11% most popular running shoes","88 / 100 from 5,564 users | 87 / 100 from 16 experts","Jul 4, 2024 - updated Dec 23, 2024",Road,Neutral,Treadmill,Men: 10.8 oz / 306g | Women: 9.9 oz / 281g,6.5 mm,43.5 mm,88 Great!,$300,"Competition, Tempo",Neutral,"10.8 oz / 305g, 10.8 oz / 306g","8.8 mm, 6.5 mm","Heel, Mid/forefoot",True to size,Balanced,Small,Good,Good,Good,Moderate,Medium,Narrow,Stiff,Small,Stiff,Flexible,"45.7 mm, 50.0 mm","36.9 mm, 43.5 mm",Normal,✓,All seasons,✓,#135,Top 42%,#35,Top 11%,✓,✗,Carbon plate,,,,,
https://runrepeat.com/adidas-adizero-sl,Adidas Adizero SL,Adidas,88,Spacious upper; Durable outsole; Highly breathable mesh; Surprisingly light; Stable for being a neutral daily trainer; Superb grip; Great value; Suitable for track workouts,Lightstrike feels like a brick; Low energy return; Heel is extremely narrow,"Adidas' latest foray into the daily trainer game is the Adizero SL, which borrows design elements from the brand's premium lineup. At $120, it boasts a feathery weight, top-notch stability and fantastic breathability. The catch? The heel is on the narrow side, which might not sit well with heel strikers. Plus, even though it has a puck of Lightstrike Pro in the forefoot, we found the foam is quite firm overall and lacks energy return.",Top 30% in running shoes for beginners,"91 / 100 from 16,195 users | 81 / 100 from 20 experts","Oct 4, 2023",Road,Neutral,"Jogging |, Treadmill |, Walking |, All-day wear |, For beginners",Men: 8.6 oz / 244g | Women: 7.4 oz / 210g,Men: 10 mm | Women: 8.5 mm,Men: 25 mm | Women: 24.5 mm,88 Great!,$120,"Daily running, Tempo",Neutral,"8.8 oz / 249g, 8.6 oz / 244g","8.6 mm, 10.0 mm","Heel, Mid/forefoot",Slightly small,Balanced,Normal,Decent,Good,Good,Breathable,Medium,Medium,Moderate,Normal,Stiff,Moderate,"34.9 mm, 35.0 mm","26.3 mm, 25.0 mm","Normal, Wide",✓,"Summer, All seasons",✓,#233,Top 42%,#285,Bottom 48%,✗,✓,,,,,,
https://runrepeat.com/adidas-adizero-sl2,Adidas Adizero SL2,Adidas,90,Lightweight; Enhanced with more Lightstrike Pro superfoam; Suits various running paces; Can double as a racer for beginners; Spacious fit; Highly breathable; Excellent value; Surprisingly plush upper; Grippy even in rain,Tongue design needs enhancement; Outsole durability; Not very stable,"The Adidas Adizero SL2 presents a distinctive approach as a daily trainer, diverging notably from current market trends. We really liked its emphasis on providing a dynamic, lightweight, and enjoyable ride, though it does sacrifice stability in the process. In our testing, we also noted that the outsole could benefit from some enhancements. Despite these areas for improvement, we found it to be a refreshing, well-priced option and a worthy sequel to the original SL, leaving us quite satisfied!","Top 17% in road running shoes, Top 17% in Adidas running shoes","94 / 100 from 10,008 users | 83 / 100 from 17 experts","Sep 3, 2024 - updated May 13, 2025",Road,Neutral,"Jogging |, Treadmill |, For beginners",Men: 8.4 oz / 238g | Women: 7.2 oz / 205g,9 mm,26 mm,90 Great!,$130,"Daily running, Tempo",Neutral,"8.6 oz / 245g, 8.4 oz / 238g","8.2 mm, 9.0 mm","Heel, Mid/forefoot",Half size small,Balanced,Small,Bad,Good,Decent,Breathable,Wide,Medium,Moderate,Small,Moderate,Flexible,"34.9 mm, 35.0 mm","26.7 mm, 26.0 mm","Normal, Wide",✓,"Summer, All seasons",✓,#44,Top 14%,#151,Top 47%,✗,✓,,,,,,
https://runrepeat.com/adidas-adizero-takumi-sen-10,Adidas Adizero Takumi Sen 10,Adidas,89,Lightweight; Awesome for 5K/10K races; Responsive Lightstrike Pro midsole; Breathable engineered mesh; Loves to go fast; Awesome for track workouts; Continental rubber; Amazing at taking corners; Recycled materials in the upper,Not for heel strikers; Durability concerns; Extremely cramped fit,"The Adidas Adizero Takumi Sen 10 stands out as a lightweight, responsive racer—perfect for 5K and 10K distances and exceptional for speed workouts. We were impressed by the Continental outsole and Lightstrike Pro midsole during our tests, as they delivered fast paces with excellent grip. However, we encountered concerns regarding durability and an extremely cramped fit. In our experience, while the Takumi performs wonderfully in specific scenarios, its limited overall utility makes it a specialized tool that might not meet every runner's needs.","Top pick in best Running shoes for 5K and 10K races, Top pick in best Adidas running shoes, Top 29% in road running shoes, Top 30% in Adidas running shoes","92 / 100 from 3,455 users | 84 / 100 from 8 experts","Jun 20, 2024 - updated May 26, 2025",Road,Neutral,Treadmill,Men: 6.9 oz / 196g | Women: 5.9 oz / 167g,6 mm,27 mm,89 Great!,$180,"Competition, Tempo",Neutral,"7.1 oz / 200g, 6.9 oz / 196g","7.8 mm, 6.0 mm",Mid/forefoot,Half size small,Soft,Small,Bad,Good,Bad,Breathable,Narrow,Medium,Moderate,Normal,Stiff,Flexible,"30.6 mm, 33.0 mm","22.8 mm, 27.0 mm",Normal,✓,"Summer, All seasons",✓,#84,Top 26%,#237,Bottom 26%,✗,✓,,,,,,
https://runrepeat.com/adidas-alpha-bounce,Adidas Alphabounce+,Adidas,81,"Great impact protection; Bounce midsole foam at the heel provides a premium feeling ride; Good for walking, gym days, as well as easy runs; Remarkably stable underfoot; Grippy and durable outsole; Budget friendly; Stylish and sustainable design",Very heavy for a road shoe; Breathability could be better; Tapered toebox; Lacking in upper durability,"In my opinion, the Alphabounce+ is a daily trainer cunningly disguised as a stylish sneaker. Its ace-in-the-hole is the Bounce midsole foam found at the heel that delivers a premium feeling ride at a bargain-bin price. Despite being on the heavier side, this workhorse provides me with stability and comfort in my casual runs, days at the gym, or just moseying around town.",Top pick in best running shoes for heavy men,"90 / 100 from 11,943 users","Sep 21, 2023",Road,Neutral,"Jogging |, Walking |, All-day wear |, For beginners",Men: 12.5 oz / 354g | Women: 11 oz / 312g,10 mm,10 mm,81 Good!,$100,Daily running,Neutral,"12 oz / 340g, 12.5 oz / 354g","11.5 mm, 10.0 mm",Heel,True to size,Balanced,Small,Bad,Bad,Good,Moderate,Medium,Narrow,Moderate,Big,Stiff,Moderate,"37.7 mm, 20.0 mm","26.2 mm, 10.0 mm",Normal,✓,All seasons,✓,#273,Bottom 15%,#161,Top 50%,✗,,,,,,,
